Date,Portfolio_Value,Benchmark_Value
2015-06-02,101066.21390628733,99841.3338702108
2015-06-03,101569.11189057153,99982.18341226527
2015-06-04,101106.61369685318,99796.94660235869
2015-06-05,100095.53439941588,99021.14964515882
2015-06-08,99547.77552516182,98553.92369629204
2015-06-09,99341.01602640367,98413.21507975509
2015-06-10,99553.20321614816,98384.40177912274
2015-06-11,99505.4205631407,98412.60167354005
2015-06-12,99564.0782778317,98520.92668961752
2015-06-15,99588.9089115895,98593.17588108518
2015-06-16,99692.56330580507,98698.64266371814
2015-06-17,99546.39122599899,98734.4053970227
2015-06-18,100265.0101063179,98881.4509278601
2015-06-19,99816.52048169977,98436.81890796311
2015-06-22,100004.38488365721,98743.22726266483
2015-06-23,100128.6708345293,98852.4519407947
2015-06-24,100600.44558448854,99493.3382101683
2015-06-25,100148.73052301089,99137.03048647978
2015-06-26,99826.35841546091,98706.13493326932
2015-06-29,99284.49692383897,98207.27887079073
2015-06-30,99924.87050217454,98676.80121411599
2015-07-02,99876.18721633905,98519.65535162839
2015-07-03,100166.11851293285,98743.25305721458
2015-07-06,100883.09617279905,99289.3078369229
2015-07-07,101159.2918108347,99703.90178424687
2015-07-08,100171.17521210317,98831.930634538
2015-07-09,100206.90564685706,98630.57205441373
2015-07-10,100991.87141175047,99232.99280137468
2015-07-13,101815.65089289559,99713.75149671409
2015-07-14,102039.43551326238,99972.54672868588
2015-07-15,103043.06617513853,100715.8187674973
2015-07-16,103636.27748186658,101277.14586347144
2015-07-17,104076.42041927206,101704.7437462882
2015-07-20,103400.10299993255,101433.41547673763
2015-07-21,102947.8003264221,101157.63594761235
2015-07-22,102988.5680117676,101254.22372548719
2015-07-23,102641.2741544664,101145.70076731406
2015-07-24,102154.18754153007,100582.46219127224
2015-07-27,101616.6330278051,100370.26192588912
2015-07-28,101573.09993753707,100419.2403360224
2015-07-29,101992.43454444669,100579.00702974646
2015-07-30,102247.63661005929,101039.83605786998
2015-07-31,102906.82403366841,101712.4861656188
2015-08-04,103326.50956730284,101832.50379153962
2015-08-05,103721.85090876518,102144.10668825894
2015-08-06,102971.81557868628,101621.20394233637
2015-08-07,102875.29905418679,101541.96952743319
2015-08-10,103275.82131130403,101672.00198976816
2015-08-11,103173.38723510837,101599.381298952
2015-08-12,102445.35896872845,100856.4756005464
2015-08-13,102788.31660698113,101049.0790133376
2015-08-14,103087.65930239968,101327.5700340342
2015-08-17,103338.60746297945,101329.12843191638
2015-08-18,103095.43090783863,101131.49587391614
2015-08-19,103432.14730296601,101003.2154653667
2015-08-20,102162.70247684083,99821.17802450432
2015-08-21,100393.94328450129,98123.06518533302
2015-08-24,98710.90787693039,96823.68561229465
2015-08-25,97905.432141919,96247.10030819249
2015-08-26,99432.10882019806,97169.68455414624
2015-08-27,100519.7254992657,98474.27373074868
2015-08-28,100955.17719471444,98607.58512954504
2015-08-31,100222.4918935312,98207.60707245747
2015-09-01,99331.57729618202,97361.948454016
2015-09-02,99785.32690557014,97508.20613130601
2015-09-03,98914.54991371071,97030.64736714003
2015-09-04,98459.34414955328,96736.44467138022
2015-09-08,99262.14011319348,97176.51572150318
2015-09-09,98623.36412406497,97138.04141401734
2015-09-10,99018.75326936069,97391.7942673278
2015-09-11,99338.91018966015,97500.4690317699
2015-09-14,99148.94689560137,97266.31411097865
2015-09-15,99644.00870601054,97440.99429352881
2015-09-16,100090.95292905356,97772.76387456284
2015-09-17,100239.42966734305,97945.77452208151
2015-09-18,99713.61190954436,97609.37448038647
2015-09-21,99904.25214239901,97619.79492299096
2015-09-22,99209.90441142867,97119.70385932134
2015-09-23,99608.85236971432,97048.56576919131
2015-09-24,99421.04367965597,96426.67358131683
2015-09-25,99301.08002817631,96388.5378930779
2015-09-28,98108.69926916044,95672.76278912785
2015-09-29,98260.29027217388,95757.60216553987
2015-09-30,98317.59870039127,96158.44202358546
2015-10-01,97752.86846198014,95962.04873110953
2015-10-02,98600.70406994468,96473.07970930511
2015-10-05,99327.41652861111,96916.15699039659
2015-10-06,99429.31430408571,96949.2991409185
2015-10-07,100534.88339967406,97654.99962697443
2015-10-08,100868.44367621014,97777.85651771243
2015-10-09,100903.97026314831,98004.6439948924
2015-10-13,100705.68060615259,97920.66819628692
2015-10-14,100495.35958321198,97791.10148903533
2015-10-15,100586.58555459794,97722.41341514436
2015-10-16,101165.39129443225,98087.13012477953
2015-10-19,101288.4125044437,98206.34119215423
2015-10-20,101286.14908459774,98083.29099382501
2015-10-21,101345.20593900062,98393.15880511727
2015-10-22,102308.01840017152,98726.93858907884
2015-10-23,103534.84859368649,99789.65815859435
2015-10-26,103030.01625955605,99691.68662792623
2015-10-27,103149.73721598636,99685.7420468939
2015-10-28,103805.09292891971,99984.84141981423
2015-10-29,103305.48988263903,99631.49126325476
2015-10-30,101691.15942419393,98571.96605323072
2015-11-02,102449.98494685267,98905.23321861067
2015-11-03,102159.01617429455,98966.58858718287
2015-11-04,102611.24010880606,99217.49252991808
2015-11-05,102423.36788987642,98915.18611174323
2015-11-06,102591.62918425673,99037.29208029801
2015-11-09,102131.68906880966,98705.16648196502
2015-11-10,101828.19799756023,98562.18010698156
2015-11-11,101694.024499358,98361.60071066103
2015-11-12,100886.66466688598,97694.64461671186
2015-11-13,100301.76143503947,97381.6813301179
2015-11-16,101188.29746702821,98090.98583396895
2015-11-17,100839.32824626577,98014.83800377889
2015-11-18,102044.70929099142,98846.03052268625
2015-11-19,102270.1808918959,99020.37297368207
2015-11-20,102582.92358243564,99413.55691709483
2015-11-23,102368.7348920383,99326.24416616673
2015-11-24,102288.59935705544,99301.5711780107
2015-11-25,102217.89672450269,99220.80772290056
2015-11-26,102510.48054528912,99368.50192588479
2015-11-27,102326.92751610176,99419.5989796182
2015-11-30,102403.36336093569,99438.18708339296
2015-12-01,103462.93537710942,100104.79345610153
2015-12-02,102314.51035118342,99591.56711805737
2015-12-03,101338.57077903306,98638.52429125395
2015-12-04,102742.09952178103,99592.25664904085
2015-12-07,102148.01841073672,99384.9163696946
2015-12-08,101769.99269383764,99221.88355262569
2015-12-09,101429.38218063135,98775.2725912811
2015-12-10,102014.68540533698,99175.6296892736
2015-12-11,100838.81524712185,98596.48864113733
2015-12-14,100730.62729845567,98363.10993989326
2015-12-15,101895.51785365236,99003.66501494995
2015-12-16,103603.6726660058,99654.88122012722
2015-12-17,102827.06520996988,99615.75999052425
2015-12-18,102222.89637655232,99557.9011472978
2015-12-21,102841.8062620336,99942.37218081401
2015-12-22,103150.09233137053,100073.23288000406
2015-12-23,104050.82288877168,100783.06096737503
2015-12-24,104139.19570809735,100939.19416137168
2015-12-29,104176.30896691213,101006.73475688069
2015-12-30,103730.14377780592,100775.7157843849
2015-12-31,102600.39826269053,100043.62988279205
2016-01-04,102102.73753518926,99532.2687187762
2016-01-05,102367.01618862989,99726.56219228421
2016-01-06,101670.07003145276,99171.27862884951
2016-01-07,99909.20368438095,98031.78343042999
2016-01-08,99504.8365309874,97616.73582195619
2016-01-11,99530.35010986809,97731.9457267986
2016-01-12,100209.76958865229,98337.82614293983
2016-01-13,98866.10910156497,97488.98107694702
2016-01-14,99992.31410143731,98301.25637397857
2016-01-15,98824.3660121566,97322.81399909378
2016-01-18,98305.78426978896,97078.48105679252
2016-01-19,98828.3945448329,97471.35104209394
2016-01-20,97524.23198314718,96273.0248051186
2016-01-21,97626.52254185427,96053.9849992019
2016-01-22,99145.16450895154,97119.30672560094
2016-01-25,98185.6413497986,96548.30128083557
2016-01-26,98822.07021151968,96844.43367536564
2016-01-27,98770.21194347773,96781.54275186935
2016-01-28,99477.46833322383,97211.02715209122
2016-01-29,100805.04354895832,98120.53804655847
2016-02-01,100330.36627366762,97728.70596704794
2016-02-02,99177.75370505544,97158.6247662848
2016-02-03,98914.5065510844,96861.73528643567
2016-02-04,99762.1699880032,97139.82720918026
2016-02-05,99580.52688909379,96992.09113781233
2016-02-08,98669.33931518285,96203.93591923566
2016-02-09,97585.26749064344,95521.0178122601
2016-02-10,97567.18907137447,95555.87975289786
2016-02-11,97178.91254154875,94937.58189260529
2016-02-12,98617.07445263807,95440.77091738404
2016-02-16,99588.5653027452,96480.48241453999
2016-02-17,100653.96967568086,97093.45650350928
2016-02-18,101102.48396535829,97283.13851077537
2016-02-19,100686.59838402845,97037.64228974521
2016-02-22,100913.7448149574,97488.07555909044
2016-02-23,100559.50208301628,96935.1501141534
2016-02-24,100281.29213323233,96639.78525899118
2016-02-25,100325.66260007725,96700.63582145883
2016-02-26,100165.241182184,96595.19283677239
2016-02-29,100011.529666733,96541.1791926338
2016-03-01,101064.39081985329,97114.85457104407
2016-03-02,101471.99660292406,97342.13771812839
2016-03-03,101935.19344148724,97760.96738254419
2016-03-04,102088.10844356005,97873.48222240336
2016-03-07,102435.75845203458,97904.12164804127
2016-03-08,102508.67784548596,98082.9043536743
2016-03-09,102140.99157288783,97794.82766645876
2016-03-10,102674.90940133468,97923.66662830627
2016-03-11,103322.20467381706,98569.563682532
2016-03-14,103144.05198611575,98716.17800314986
2016-03-15,103250.67465831971,98666.64271646345
2016-03-16,102661.17157522783,98273.48691365277
2016-03-17,102721.44354508497,98398.23595426371
2016-03-18,102548.30848261208,98425.62524391772
2016-03-21,102764.88335777479,98535.178749527
2016-03-22,102334.2093632337,98250.54343033976
2016-03-23,102309.60124651933,98512.41839118523
2016-03-24,102272.83663294869,98418.01042705457
2016-03-28,102241.9889798626,98351.97564022531
2016-03-29,102346.03541626142,98625.22667308885
2016-03-30,102307.85551183419,98585.94226814374
2016-03-31,102289.71692015731,98470.98692723975
2016-04-01,102352.20603970443,98404.30853864958
2016-04-04,102051.51802273458,98297.55801661657
2016-04-05,101881.73721154136,98117.9077654782
2016-04-06,102239.10629381429,98415.14288488598
2016-04-07,101907.87175437904,98060.60660041396
2016-04-08,101872.68385254517,98029.07531662818
2016-04-11,101515.19143118653,97780.93937063604
2016-04-12,101839.17348042094,97956.08353022156
2016-04-13,102732.4714709629,98785.34318934262
2016-04-14,102899.87200684786,98950.8994626774
2016-04-15,102657.91631122252,98884.94968715598
2016-04-18,103006.67749172676,99055.45169024309
2016-04-19,103171.99539304903,99227.00721425774
2016-04-20,103396.07863757921,99324.1740400063
2016-04-21,103351.95286685479,99291.386584697
2016-04-22,103010.34612412236,99079.15218631073
2016-04-25,102746.42466226078,98782.46164769836
2016-04-26,102618.51851048223,98710.28061325256
2016-04-27,102922.43458964498,99031.04716201773
2016-04-28,102372.86276444569,98425.45201893592
2016-04-29,102571.84382333436,98268.37909126838
2016-05-02,102641.1703042018,98370.6197235428
2016-05-03,102463.81086147524,98274.9982269601
2016-05-04,102536.36971805616,98509.90642056437
2016-05-05,102456.69236418592,98517.42582878468
2016-05-06,103118.81135916039,98818.68326758103
2016-05-09,102643.32092779291,98863.837382251
2016-05-10,103735.06801234005,99550.36710329715
2016-05-11,103177.85598864,99005.51255638324
2016-05-12,102953.28827486734,98831.44731235164
2016-05-13,102985.24269659401,98821.25526138014
2016-05-16,103748.41095701717,99319.36865655074
2016-05-17,103506.57601045034,99060.53158595237
2016-05-18,103651.24379324839,99238.9341118751
2016-05-19,103722.0910156666,99365.98477559985
2016-05-20,104441.51497893195,99823.84850189358
2016-05-24,104913.02013573796,100282.3892236625
2016-05-25,105076.70949330894,100436.95386641391
2016-05-26,104807.90522618913,100404.85727196562
2016-05-27,105295.65639835366,100667.30308808638
2016-05-30,105193.12884810184,100652.54051039516
2016-05-31,105425.07310169104,100761.60426198452
2016-06-01,105286.37885295329,100778.53712875038
2016-06-02,105813.87873952933,101171.56743829342
2016-06-03,105597.44310925405,101079.20164431239
2016-06-06,105324.57350213145,100815.9972183262
2016-06-07,105612.49880243599,101049.04929889011
2016-06-08,105362.11561018204,100861.79074785684
2016-06-09,105160.36147953075,100591.52596981637
2016-06-10,104235.7566035846,99780.80178521459
2016-06-13,104056.99264290191,99434.54955901369
2016-06-14,103766.59807713077,99081.82659119376
2016-06-15,104246.49567841414,99561.37736400323
2016-06-16,104358.63273186685,99656.98050172476
2016-06-17,104174.94623987013,99577.76031491521
2016-06-20,104342.95349510439,99841.07589387102
2016-06-21,104349.70098389234,99999.33169572803
2016-06-22,104308.00202749594,99990.04450525442
2016-06-23,105064.47939012865,100596.19225058085
2016-06-24,104028.311437372,98946.25673972587
2016-06-27,102968.83590851197,98282.2421647373
2016-06-28,104005.33896643246,99251.62728278071
2016-06-29,105114.13984703599,99977.20433046384
2016-06-30,105553.14626866917,100511.05587716203
2016-07-04,106926.94687736082,101181.11135160012
2016-07-05,106429.48753547044,100766.52942412005
2016-07-06,106625.01972467719,100853.54072813984
2016-07-07,106431.99043817603,100789.55293031447
2016-07-08,107681.90383610285,101731.67492867119
2016-07-11,108558.33201744227,102497.58366011386
2016-07-12,108643.27626737645,102488.12697136121
2016-07-13,108598.18752267286,102476.83547513877
2016-07-14,108473.90248445964,102383.72348991266
2016-07-15,108509.5368046001,102141.04930721488
2016-07-18,108736.46328896916,102423.79022614702
2016-07-19,108959.48279300917,102501.49064769229
2016-07-20,109286.06802945494,102814.52804538894
2016-07-21,109399.22512938333,102806.57189338132
2016-07-22,110017.22176490094,103255.4155488649
2016-07-25,109835.37372921413,103217.1467539672
2016-07-26,109930.92970779836,103316.19569252
2016-07-27,109981.2113534984,103438.11858721144
2016-07-28,110025.75449342364,103459.49400396041
2016-07-29,109836.1557636783,103537.66962561257
2016-08-02,109420.50064156787,103039.59798993883
2016-08-03,109473.47495939152,102978.67583259351
2016-08-04,109223.83760273723,102972.87619850042
2016-08-05,110466.06486692987,103853.28345813087
2016-08-08,110807.39668813173,104035.28500509706
2016-08-09,110960.40637703444,104331.49525089208
2016-08-10,110533.18982737555,104088.09270494309
2016-08-11,110442.50528612541,104064.8772590969
2016-08-12,110162.57223527442,103908.71957462406
2016-08-15,110210.47431890607,103926.79735530901
2016-08-16,109545.12456260336,103418.81395597657
2016-08-17,109575.39176045908,103429.96469150404
2016-08-18,109308.27848788549,103271.3662474608
2016-08-19,109551.13030321614,103376.15684642564
2016-08-22,110183.33707787358,103860.5259012795
2016-08-23,110277.07786418925,103988.35875830104
2016-08-24,109597.20163259265,103709.42994010133
2016-08-25,109418.89224920458,103500.29785184404
2016-08-26,109649.45829076465,103430.55225334123
2016-08-29,110180.8265477164,103925.84267871035
2016-08-30,110382.38841818331,104188.59462105166
2016-08-31,110072.43534470827,104040.93599967391
2016-09-01,110267.55299320532,104198.47500165069
2016-09-02,110529.58077884161,104324.05619166637
2016-09-06,110186.1689719311,104100.70410169495
2016-09-07,110419.67496552113,104392.80772627133
2016-09-08,110327.42710967314,104171.85613657557
2016-09-09,108836.72494088471,103002.50131669792
2016-09-12,109725.64707111461,103564.69379693523
2016-09-13,108667.67095925593,102699.38279963608
2016-09-14,108837.0963619978,102798.35082732141
2016-09-15,109555.88605381592,103324.86106186514
2016-09-16,109385.0497833062,103119.82762041292
2016-09-19,109496.09364663233,103267.94684274471
2016-09-20,109630.83962123908,103452.43791510683
2016-09-21,110502.75245217548,104048.49021781032
2016-09-22,110928.44945572541,104561.73593984793
2016-09-23,110928.81881492885,104679.16294831081
2016-09-26,110636.76332614392,104553.62170632996
2016-09-27,110515.53001014664,104600.186763361
2016-09-28,110889.19574064694,104818.63229507983
2016-09-29,110638.80016541797,104657.40048558635
2016-09-30,110773.81359087735,104613.52716116302
2016-10-03,110407.28817513348,104479.59568859945
2016-10-04,109720.27167836827,104150.2614802154
2016-10-05,110227.1101539508,104459.86571374671
2016-10-06,110167.89850976654,104282.1068545555
2016-10-07,110182.00059814875,104253.73057129799
2016-10-11,109620.56376852945,103602.56078076537
2016-10-12,109921.24624947978,103785.13279750361
2016-10-13,109666.49318500047,103607.04595482475
2016-10-14,109154.90867737758,103195.99334955745
2016-10-17,108962.95611709569,103093.05800557032
2016-10-18,109771.51631833203,103722.46689906833
2016-10-19,110318.0672071029,103988.51257109185
2016-10-20,110664.95406904623,104345.34132335417
2016-10-21,111423.45102198773,104920.83003351916
2016-10-24,111919.47423246737,105134.78308344004
2016-10-25,111529.11977188481,104864.9088218374
2016-10-26,111437.47014444078,104750.3433447745
2016-10-27,111543.69749571933,104636.87496750278
2016-10-28,111215.2281141293,104420.48866417597
2016-10-31,111429.72530945101,104606.91648748264
2016-11-01,111027.46930574189,104258.83242662036
2016-11-02,110342.97129102763,103854.13467038205
2016-11-03,110091.31232509747,103623.40785506881
2016-11-04,109856.69378542418,103489.0726052713
2016-11-07,110961.03778086568,104144.88943142473
2016-11-08,110810.67219669386,103996.66206697776
2016-11-09,111865.97156701649,104357.9712820532
2016-11-10,112254.79663753715,104476.64449466369
2016-11-11,111621.16547210224,104287.44017637143
2016-11-14,111696.13014241739,103923.04624458314
2016-11-15,112113.2450616033,104115.09104162527
2016-11-16,111919.50361118226,103936.22516607244
2016-11-17,112700.50292084775,104511.81833694095
2016-11-18,112662.08071503251,104327.48199455332
2016-11-21,113176.86399845293,104577.57080549172
2016-11-22,113681.3571348604,104982.64936033428
2016-11-23,113588.36971212052,104959.26131558574
2016-11-24,113825.14538732864,104990.07061759906
2016-11-25,113933.46552465876,105283.65184208463
2016-11-28,113037.30321316521,104711.57185055541
2016-11-29,113152.87299460123,104958.02082444407
2016-11-30,113016.45313376698,104785.143864109
2016-12-01,112073.81920835096,103977.3909102999
2016-12-02,112092.19980687863,104033.74810876258
2016-12-05,112342.20452176011,104337.44341964711
2016-12-06,112741.4292554784,104554.69700552206
2016-12-07,113643.832626669,105220.39361292517
2016-12-08,113690.94219292035,105186.49004706243
2016-12-09,113900.39434435309,105193.85574819837
2016-12-12,113531.85953476229,104799.1406183864
2016-12-13,114198.45032127695,105407.68819115683
2016-12-14,113761.13241408211,105047.42451640195
2016-12-15,114207.49220446296,105315.4924004456
2016-12-16,114299.72427507266,105300.06356317317
2016-12-19,114771.80793729216,105707.13293809537
2016-12-20,114733.08760075032,105670.50905715869
2016-12-21,114839.56481849644,105772.41175196237
2016-12-22,115205.23483701363,106016.32450837351
2016-12-23,115454.45867246077,106220.6875348218
2016-12-28,115425.11791545006,106264.04940831542
2016-12-29,115522.63858775789,106276.74894213284
2016-12-30,114530.50775378627,105879.8506229556
2017-01-03,115364.66514146668,106260.47174952581
2017-01-04,115559.88812628185,106520.04676484846
2017-01-05,115634.29607220988,106663.33614106983
2017-01-06,115462.77001941371,106461.59414630136
2017-01-09,115107.35608507632,106266.99362403929
2017-01-10,115231.2183408146,106360.79696116838
2017-01-11,115450.69873853686,106468.08182361106
2017-01-12,115068.48666427362,106291.54506139105
2017-01-13,115361.1658281948,106311.58604593998
2017-01-16,115883.17505972991,106779.19561025122
2017-01-17,114824.39952876793,106002.41429108527
2017-01-18,115627.82206546293,106494.14383882689
2017-01-19,115775.93679684063,106462.15324658257
2017-01-20,116495.02907932234,106882.84822295867
2017-01-23,116057.17256997044,106852.5591862228
2017-01-24,116190.48443618086,106644.63572293008
2017-01-25,116073.61049026568,106580.46735117646
2017-01-26,115998.28104522794,106595.92786275732
2017-01-27,116050.15328032609,106654.76282181949
2017-01-30,115265.59704072539,106125.36436191374
2017-01-31,114793.33298275749,105869.72819144375
2017-02-01,114999.04741518672,106072.18750024363
2017-02-02,114901.95402374711,106000.78619904179
2017-02-03,115465.09471662423,106315.64021327831
2017-02-06,115961.13813841424,106445.05246645209
2017-02-07,116571.71619124021,106847.26596408224
2017-02-08,116699.16931799572,107072.14519521987
2017-02-09,116862.65074528809,107156.13909774879
2017-02-10,116853.50860434285,107229.49825209787
2017-02-13,117002.20132006232,107369.24125116644
2017-02-14,117247.49555703776,107385.6338888226
2017-02-15,117701.82437935604,107612.23385026034
2017-02-16,117901.88998254552,107773.34463214305
2017-02-17,118037.99323148854,107873.71661206512
2017-02-21,118740.22839429793,108287.58675978499
2017-02-22,118720.45675001515,108245.22273335866
2017-02-23,118621.00027718898,108153.56049792815
2017-02-24,118530.25611786044,107854.69537387158
2017-02-27,118973.55491160208,108072.24156040666
2017-02-28,119561.59343148895,108303.67958092617
2017-03-01,120836.96386106891,109017.34031091513
2017-03-02,120510.38315667318,108923.13766018416
2017-03-03,120728.08663844134,109133.95556769946
2017-03-06,120576.79978282434,109149.7685585492
2017-03-07,120148.63756857107,108926.35712873886
2017-03-08,120300.6295382705,108789.75113671902
2017-03-09,120435.50894989508,108935.5967158014
2017-03-10,120354.62227641008,108948.85315729174
2017-03-13,120436.3934674176,108929.29787917859
2017-03-14,120125.936736991,108716.86429666587
2017-03-15,120184.98360900237,108923.83886744516
2017-03-16,120518.00670558042,109203.82218250573
2017-03-17,120254.0811732263,109175.88738774814
2017-03-20,120133.9538576811,109104.21185226332
2017-03-21,119162.9270775489,108615.36045230467
2017-03-22,119348.9032245364,108756.74259964874
2017-03-23,119665.46215416076,108967.95166234393
2017-03-24,119878.12421906885,109280.9316484281
2017-03-27,120090.27278984846,109460.33630745512
2017-03-28,120788.33493694552,109802.24984584085
2017-03-29,120777.02209067691,109818.22344970149
2017-03-30,120468.41200772628,109589.94346571522
2017-03-31,120126.76760804534,109320.41753668948
2017-04-03,120654.97938649295,109780.11863281505
2017-04-04,121078.14641194954,109968.4498303727
2017-04-05,120851.38834008321,109925.77272326619
2017-04-06,121208.38511823317,110070.44829251783
2017-04-07,121132.72211662667,109904.0144806276
2017-04-10,120910.29236455359,109680.56004569726
2017-04-11,120937.87284668758,109928.59045671314
2017-04-12,120313.23984548156,109579.02577341378
2017-04-13,120011.34492845376,109426.3120622251
2017-04-17,120830.7928375401,109899.00993008066
2017-04-18,120862.25443976377,110010.94657524832
2017-04-19,120941.89857008871,110100.52079034169
2017-04-20,121580.52242591298,110517.10175791761
2017-04-21,121665.53494414272,110578.03081463085
2017-04-24,122682.57900588783,111550.95998890087
2017-04-25,123330.32675762467,112055.15778361124
2017-04-26,123212.73554423494,112093.75237604618
2017-04-27,122771.44491787696,111883.6045750465
2017-04-28,123093.27889486219,112071.25054566373
2017-05-01,123152.51670291342,112268.30725700871
2017-05-02,123580.28436043268,112762.33926124932
2017-05-03,123200.67216209388,112634.2059965106
2017-05-04,122980.4930304723,112784.28686493303
2017-05-05,123335.1781179568,113072.47842339709
2017-05-08,123646.0606739624,113032.14919430748
2017-05-09,123405.99713134699,112772.10455276741
2017-05-10,123289.77748665946,112660.81188659961
2017-05-11,123141.36610321497,112627.3469734531
2017-05-12,123225.26319723408,112828.03200783375
2017-05-15,123476.4052360663,112854.50500159446
2017-05-16,122995.42063276721,112736.09109801523
2017-05-17,121471.6634617468,112057.9096604567
2017-05-18,121598.27700876491,112240.79272234529
2017-05-19,122182.51949828694,112562.38631542999
2017-05-23,122601.41942173826,112707.41911676829
2017-05-24,122100.18773684504,112470.57789499327
2017-05-25,122667.33396490033,112808.73815448067
2017-05-26,122682.65955151897,112724.56805928372
2017-05-29,123093.56373573207,112909.82997106374
2017-05-30,122540.73972508442,112734.25891186298
2017-05-31,122773.65318648805,112837.07142158295
2017-06-01,123555.7594614579,113438.4327899786
2017-06-02,123667.51767499486,113762.1952927656
2017-06-05,123371.01471225548,113484.62358378124
2017-06-06,123236.54222723935,113352.51071763155
2017-06-07,123633.74596114564,113494.2044821619
2017-06-08,123326.06572401729,113417.0427187571
2017-06-09,122785.99427468353,113187.4903391673
2017-06-12,121507.30210393747,112316.35418508314
2017-06-13,121086.93981497099,112016.23844557555
2017-06-14,120884.18972582441,111977.43294603762
2017-06-15,120648.50519102317,111836.95341368188
2017-06-16,120451.31173684634,111915.1160286125
2017-06-19,120829.66245293872,112209.41715477325
2017-06-20,120409.09046282443,111961.95194960205
2017-06-21,120772.8096514748,112156.09193178336
2017-06-22,120546.43531669905,111964.42234594416
2017-06-23,121070.75128686598,112332.37462324671
2017-06-26,120927.84763531334,112397.0590888097
2017-06-27,120141.62593821349,111652.91075736457
2017-06-28,120010.37444698365,111530.8492580037
2017-06-29,118962.3796429233,110625.79312293424
2017-06-30,118632.73011575895,110425.98140605778
2017-07-04,118406.65135528891,110260.41875492327
2017-07-05,118591.38222427096,110369.53040946674
2017-07-06,117936.03199993614,109927.76989404173
2017-07-07,117494.34370202615,109611.7672668923
2017-07-10,117815.25956750741,109690.7563527924
2017-07-11,118188.74064837235,110007.58236714409
2017-07-12,117611.71778540034,109677.26595549827
2017-07-13,117623.46021880144,109603.58277784908
2017-07-14,117783.83357868735,109751.46911756054
2017-07-17,117926.45990402547,109782.46381117214
2017-07-18,117653.1043043511,109599.73009592161
2017-07-19,118089.96676191952,109927.79267599183
2017-07-20,118197.65209122565,110033.33991873477
2017-07-21,117759.62782095402,109704.30785077202
2017-07-24,117398.60304736349,109348.64183811653
2017-07-25,117643.3145579279,109214.51580029319
2017-07-26,117312.71569637576,109113.03433136748
2017-07-27,117883.20312320677,109438.35266577799
2017-07-28,117128.18983421227,108798.48727892568
2017-07-31,117343.18062484982,108949.11666994126
2017-08-01,118075.09390333979,109678.90648417544
2017-08-02,118495.1572168074,110084.66270427349
2017-08-03,118313.21540004032,110083.0841988752
2017-08-04,118877.01999834833,110451.50516213076
2017-08-08,118853.43236982262,110320.33692766138
2017-08-09,119167.4109276724,110444.94127652669
2017-08-10,118314.28333109227,109870.79522354584
2017-08-11,118002.17659298415,109607.80925817275
2017-08-14,118980.79911303689,110269.95144717602
2017-08-15,118873.36125843179,110228.00083534543
2017-08-16,118350.75021662605,109977.96219923455
2017-08-17,117635.12355908763,109483.69237013848
2017-08-18,116910.76936794008,109072.79075548914
2017-08-21,116948.95277844695,109048.85700159334
2017-08-22,117397.43418182209,109336.316133442
2017-08-23,117496.0311970331,109333.13671289223
2017-08-24,117187.57530490865,109130.95977050788
2017-08-25,117053.91274681635,109165.38230008734
2017-08-28,117394.70780106304,109179.54959956513
2017-08-29,117630.59139910515,109359.78007766153
2017-08-30,118445.62375507187,109848.63194507262
2017-08-31,118309.21815085957,109698.73049336407
2017-09-01,117856.5372221797,109305.13286011369
2017-09-05,117281.91158447854,108931.31350545734
2017-09-06,116381.55944823803,108236.11688652344
2017-09-07,115982.69954692616,107965.05907721203
2017-09-08,115964.50476275361,107923.27598826172
2017-09-11,116299.60333525499,108244.9124725181
2017-09-12,117170.35350108142,108616.84599167103
2017-09-13,117077.35906269639,108513.41381087589
2017-09-14,117309.21702085098,108624.75998823997
2017-09-15,117276.32948604455,108641.49427721577
2017-09-18,117999.42293573415,109214.49829314087
2017-09-19,118205.22615069091,109388.75817017478
2017-09-20,118706.30392741438,109618.76558878928
2017-09-21,118779.54708116263,109636.73531591268
2017-09-22,118826.46472376568,109733.97677077468
2017-09-25,119194.92213669026,109897.61299867788
2017-09-26,118768.19200007225,109612.6596458726
2017-09-27,119999.09471729942,110369.87594272345
2017-09-28,119916.11216783199,110365.14629235119
2017-09-29,120374.41072737225,110827.04762217731
2017-10-02,120948.27852656842,111043.42797377793
2017-10-03,120983.54697100686,111163.27644497434
2017-10-04,121037.80387094113,111102.68478362163
2017-10-05,121918.04210562744,111686.40457791445
2017-10-06,121605.61523311825,111495.5114442505
2017-10-10,121866.37172152354,111683.1886725589
2017-10-11,121807.12540794205,111690.63074894383
2017-10-12,121648.2882539551,111648.18594403632
2017-10-13,122069.28200002464,112068.94988898991
2017-10-16,122347.8231972581,112331.41981016245
2017-10-17,122363.22031982512,112380.69548283532
2017-10-18,121933.5148130488,112170.33131884265
2017-10-19,122199.48871148382,112318.94226068299
2017-10-20,123276.20247078274,112931.61398367849
2017-10-23,123276.44777881619,112929.38241249227
2017-10-24,123620.52255334635,113148.69391234513
2017-10-25,124028.60833363632,113408.39706555245
2017-10-26,124415.88654398944,113792.50463412565
2017-10-27,124836.46080872329,114106.85997957288
2017-10-30,124862.63925983771,114258.6639123091
2017-10-31,125464.26176605678,114718.49205875197
2017-11-01,125325.33300735349,114669.21410794467
