Strategy,Sharpe_Ratio,Ann_Return,Ann_Vol,Max_Drawdown,Calmar_Ratio,Total_Return
Benchmark_60_40,0.534493203973227,0.06740360370997633,0.09272224622908425,-0.2091780820642144,0.3222307186528485,0.8839975234761461
Benchmark_80_20,0.581888122809424,0.08329672615622719,0.114467619815477,-0.25352902209924083,0.3285490768138635,1.1747462100060624
Vol_Threshold,0.7364343805567256,0.08588143142524252,0.09029541881867881,-0.1771497595580857,0.4847956420572099,1.225658505809673
3-Regime_HMM,0.6933283781545452,0.08123631395023256,0.08964730987441172,-0.21093752001172295,0.3851202666349629,1.1349122084651453
3-Regime_HMM_Optimized,0.9626279806645011,0.11501786496488053,0.0972712566772183,-0.17765262534319182,0.6474312706760591,1.8782037737359025
